"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","HOUSECOST","REAL","IDX2015","Q","2017-Q4",110.946767997299,
"USA","HOUSECOST","REAL","IDX2015","Q","2018-Q1",112.317509386328,
"USA","HOUSECOST","REAL","IDX2015","Q","2018-Q2",113.226806423008,
"USA","HOUSECOST","REAL","IDX2015","Q","2018-Q3",114.248734510545,
"USA","HOUSECOST","REAL","IDX2015","Q","2018-Q4",114.981608898338,
"USA","HOUSECOST","REAL","IDX2015","Q","2019-Q1",116.343800791376,
"USA","HOUSECOST","REAL","IDX2015","Q","2019-Q2",117.290815956875,
"USA","HOUSECOST","REAL","IDX2015","Q","2019-Q3",118.275718774576,
"USA","HOUSECOST","REAL","IDX2015","Q","2019-Q4",119.350184345501,
"USA","HOUSECOST","REAL","IDX2015","Q","2020-Q1",121.444954499839,
"USA","HOUSECOST","REAL","IDX2015","Q","2020-Q2",123.255569937731,
"USA","HOUSECOST","REAL","IDX2015","Q","2020-Q3",126.323131696428,
"USA","HOUSECOST","REAL","IDX2015","Q","2020-Q4",130.662278076114,
